,id,name
2949,CC.GHG.SDEG.FE,"Sectoral drivers of GHG emissions growth in the period 2012-2018 - Fugitive Emissions (contribution to total growth, %)"
2950,CC.GHG.SDEG.IP,"Sectoral drivers of GHG emissions growth in the period 2012-2018 - Industrial Processes (contribution to total growth, %)"
2951,CC.GHG.SDEG.LU,"Sectoral drivers of GHG emissions growth in the period 2012-2018 - Land-Use Change and Forestry (contribution to total growth, %)"
2952,CC.GHG.SDEG.MC,"Sectoral drivers of GHG emissions growth in the period 2012-2018 - Manufacturing/Construction (contribution to total growth, %)"
2953,CC.GHG.SDEG.OF,"Sectoral drivers of GHG emissions growth in the period 2012-2018 - Other Fuel Combustion (contribution to total growth, %)"
2954,CC.GHG.SDEG.TR,"Sectoral drivers of GHG emissions growth in the period 2012-2018 - Transportation (contribution to total growth, %)"
2955,CC.GHG.SDEG.WA,"Sectoral drivers of GHG emissions growth in the period 2012-2018 - Waste (contribution to total growth, %)"
2956,CC.GNBD.ISS.BD,Total sovereign green bonds issuance (billion US$)
2957,CC.IEN.AFO,Emission Totals - Indirect emissions (N2O) - AFOLU
2958,CC.IEN.AGS,Emission Totals - Indirect emissions (N2O) - Agricultural Soils
2959,CC.IEN.CRE,Emission Totals - Indirect emissions (N2O) - Crop Residues
2960,CC.IEN.EAL,Emission Totals - Indirect emissions (N2O) - Emissions on agricultural land
2961,CC.IEN.FGE,Emission Totals - Indirect emissions (N2O) - Farm-gate emissions
2962,CC.IEN.IPA,Emission Totals - Indirect emissions (N2O) - IPCC Agriculture
2963,CC.IEN.MLP,Emission Totals - Indirect emissions (N2O) - Manure left on Pasture
2964,CC.IEN.SAS,Emission Totals - Indirect emissions (N2O) - Manure applied to Soils
2965,CC.IEN.SFE,Emission Totals - Indirect emissions (N2O) - Synthetic Fertilizers
2966,CC.INCP.ALRS,"Annual investment needs for coastal protection, by risk strategy (% of GDP) - low risk tolerance"
2967,CC.INCP.KRGC,"Annual investment needs for coastal protection, by risk strategy (% of GDP) - constant relative flood risk"
2968,CC.INCP.SPMC,"Annual investment needs for coastal protection, by risk strategy (% of GDP) - optimal protection"
2969,CC.ISG.FFFE,"Informal employment by sector and gender (% of total) - Agriculture, forestry and fishing - Female"
2970,CC.ISG.FFMA,"Informal employment by sector and gender (% of total) - Agriculture, forestry and fishing - Male"
2971,CC.ISG.NAFE,Informal employment by sector and gender (% of total) - Non-agriculture - Female
2972,CC.ISG.NAMA,Informal employment by sector and gender (% of total) - Non-agriculture - Male
2973,CC.ISG.NBFE,Informal employment by sector and gender (% of total) - No breakdown - Female
2974,CC.ISG.NBMA,Informal employment by sector and gender (% of total) - No breakdown - Male
2975,CC.KBA.MRN.ZS,Proportion of freshwater key biodiversity areas (KBAs) covered by protected areas (%)
2976,CC.KBA.TERR.ZS,Proportion of terrestrial key biodiversity areas (KBAs) covered by protected areas (%)
2977,CC.NCO.GHG.AG,Non-CO2 GHG emissions by sector (Mt CO2 eq) - Agriculture
2978,CC.NCO.GHG.EL,Non-CO2 GHG emissions by sector (Mt CO2 eq) - Total excluding LUCF
2979,CC.NCO.GHG.EN,Non-CO2 GHG emissions by sector (Mt CO2 eq) - Energy
2980,CC.NCO.GHG.FE,Non-CO2 GHG emissions by sector (Mt CO2 eq) - Fugitive Emissions
2981,CC.NCO.GHG.IL,Non-CO2 GHG emissions by sector (Mt CO2 eq) - Total including LUCF
2982,CC.NCO.GHG.IP,Non-CO2 GHG emissions by sector (Mt CO2 eq) - Industrial Processes
2983,CC.NCO.GHG.LU,Non-CO2 GHG emissions by sector (Mt CO2 eq) - Land-Use Change and Forestry
2984,CC.NCO.GHG.OF,Non-CO2 GHG emissions by sector (Mt CO2 eq) - Other Fuel Combustion
2985,CC.NCO.GHG.WA,Non-CO2 GHG emissions by sector (Mt CO2 eq) - Waste
2986,CC.NEFO.IMCR.BA,Net food imports by crop - Barley
2987,CC.NEFO.IMCR.BP,"Net food imports by crop - Rice, paddy"
2988,CC.NEFO.IMCR.MA,Net food imports by crop - Maize
2989,CC.NEFO.IMCR.RB,"Net food imports by crop - Rice, broken"
2990,CC.NEFO.IMCR.RE,"Net food imports by crop - Rice, paddy (rice milled equivalent)"
2991,CC.NEFO.IMCR.RH,"Net food imports by crop - Rice, husked"
2992,CC.NEFO.IMCR.RI,"Net food imports by crop - Rice, milled/husked"
2993,CC.NEFO.IMCR.RM,"Net food imports by crop - Rice, milled"
2994,CC.NEFO.IMCR.SB,Net food imports by crop - Soybeans
2995,CC.NEFO.IMCR.WH,Net food imports by crop - Wheat
2996,CC.NO.SRC,Control of Corruption: Number of Sources
2997,CC.OIL.PSBC.CN,Oil pipeline capacity by project status (barrels of oil equivalent per day) - Cancelled
2998,CC.OIL.PSBC.CO,Oil pipeline capacity by project status (barrels of oil equivalent per day) - Construction
2999,CC.OIL.PSBC.ID,Oil pipeline capacity by project status (barrels of oil equivalent per day) - In Development (Proposed + Construction)
3000,CC.OIL.PSBC.OP,Oil pipeline capacity by project status (barrels of oil equivalent per day) - Operating
3001,CC.OIL.PSBC.PR,Oil pipeline capacity by project status (barrels of oil equivalent per day) - Proposed
3002,CC.OIL.PSBC.RT,Oil pipeline capacity by project status (barrels of oil equivalent per day) - Retired
3003,CC.OIL.PSBC.SH,Oil pipeline capacity by project status (barrels of oil equivalent per day) - Shelved
3004,CC.OPCO.AG.CA1,Operating coal power capacity by plant age (MW) - Coal plant age (0-9 years)
3005,CC.OPCO.AG.CA2,Operating coal power capacity by plant age (MW) - Coal plant age (10-19 years)
3006,CC.OPCO.AG.CA3,Operating coal power capacity by plant age (MW) - Coal plant age (20-29 years)
3007,CC.OPCO.AG.CA4,Operating coal power capacity by plant age (MW) - Coal plant age (30-39 years)
3008,CC.OPCO.AG.CA5,Operating coal power capacity by plant age (MW) - Coal plant age (40-49 years)
3009,CC.OPCO.AG.CA6,Operating coal power capacity by plant age (MW) - Coal plant age (50-plus years)
3010,CC.OPCO.PLTY.CC,Operating coal power capacity by plant type (MW) - Plant Type (Subcritical/CCS)
3011,CC.OPCO.PLTY.CF,Operating coal power capacity by plant type (MW) - Plant Type (CFB)
3012,CC.OPCO.PLTY.IG,Operating coal power capacity by plant type (MW) - Plant Type (IGCC)
3013,CC.OPCO.PLTY.SC,Operating coal power capacity by plant type (MW) - Plant Type (Supercritical)
3014,CC.OPCO.PLTY.SU,Operating coal power capacity by plant type (MW) - Plant Type (Subcritical)
3015,CC.OPCO.PLTY.UK,Operating coal power capacity by plant type (MW) - Plant Type (Unknown)
3016,CC.OPCO.PLTY.US,Operating coal power capacity by plant type (MW) - Plant Type (Ultra-super)
3017,CC.PER.RNK,Control of Corruption: Percentile Rank
3018,CC.PER.RNK.LOWER,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval"
3019,CC.PER.RNK.UPPER,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval"
3020,CC.PRNX.CAT1.ZS,Percentage of people who believe it is somewhat very likely that they could use the right to use their property of part of it against their will in the next 5 years
3021,CC.PRNX.CAT2.ZS,Percentage of people who believe it is very unlikely or unlikely that they could use the right to use their property of part of it against their will in the next 5 years
3022,CC.PRNX.CAT3.ZS,"Percentage of people who say they have formal documents, legally-binding documents that demonstrate their right to live in or use any of their properties"
3023,CC.PRNX.CAT4.ZS,Percentage of people who say they have informal documents that demonstrate their right to live in or use any of their properties
3024,CC.PRNX.CAT5.ZS,Percentage of people who say they have no documents or informal documents that demonstrate their right to live in or use any of their properties
3025,CC.PRO.ANI,Average supply of protein of animal origin (g/cap/day)
3026,CC.PSVOL.MOD.AI,Passenger volume by mode (billion tons-km) - Air transport
3027,CC.PSVOL.MOD.RA,Passenger volume by mode (billion tons-km) - Rail transport
3028,CC.PSVOL.MOD.RO,Passenger volume by mode (billion tons-km) - Road transport
3029,CC.PUN.TOTL,Prevalence of undernourishment (3-year average) (% of total)
3030,CC.RIC.PECA,Rice supply quantity (g/capita/day)
3031,CC.RISK.AST.ZS,Risk to asset (average annual losses as % of GDP)
3032,CC.RISK.WELL.ZS,Risk to wellbeing (average annual losses as % of GDP)
3033,CC.SE.CAT1.ZS,Percentage of population with No Education
3034,CC.SE.CAT2.ZS,Percentage of population with Primary Education
3035,CC.SE.CAT3.ZS,Percentage of population with Secondary Education
3036,CC.SE.CAT4.ZS,Percentage of population with Post Secondary Education
3037,CC.SE.NYRS.AVG,"Mean number of years of education completed, aged 17 and older"
3038,CC.SH.AIRP.AIR,Mortality rate attributable to household air pollution (deaths per 100 000 population)
3039,CC.SH.AIRP.AMB,Mortality rate attributable to ambient air pollution (deaths per 100 000 population)
3040,CC.SP.COV.ZS,Share of population covered by at least one social protection benefit (%)
3041,CC.SP.EXP.ZS,Public social protection expenditure (%of GDP)
3042,CC.STD.ERR,Control of Corruption: Standard Error
3043,CC.TCFD.COMP.CB,Number of companies that are TCFD compliant by sector - Central Bank
3044,CC.TCFD.COMP.CD,Number of companies that are TCFD compliant by sector - Consumer Discretionary
3045,CC.TCFD.COMP.CM,Number of companies that are TCFD compliant by sector - Communication Services
3046,CC.TCFD.COMP.CS,Number of companies that are TCFD compliant by sector - Consumer Staples
3047,CC.TCFD.COMP.EN,Number of companies that are TCFD compliant by sector - Energy
3048,CC.TCFD.COMP.FI,Number of companies that are TCFD compliant by sector - Financials
3049,CC.TCFD.COMP.GO,Number of companies that are TCFD compliant by sector - Government
3050,CC.TCFD.COMP.HC,Number of companies that are TCFD compliant by sector - Health Care
3051,CC.TCFD.COMP.IN,Number of companies that are TCFD compliant by sector - Industrials
3052,CC.TCFD.COMP.IT,Number of companies that are TCFD compliant by sector - Information Technology
3053,CC.TCFD.COMP.MT,Number of companies that are TCFD compliant by sector - Materials
3054,CC.TCFD.COMP.OT,Number of companies that are TCFD compliant by sector - Other
3055,CC.TCFD.COMP.RE,Number of companies that are TCFD compliant by sector - Real Estate
3056,CC.TCFD.COMP.TR,Number of companies that are TCFD compliant by sector - Transportation
3057,CC.TCFD.COMP.UT,Number of companies that are TCFD compliant by sector - Utilities
3058,CC.THHZ.RANK.CF,Natural hazard levels - Coastal flood
3059,CC.THHZ.RANK.CY,Natural hazard levels - Cyclone
3060,CC.THHZ.RANK.EH,Natural hazard levels - Extreme heat
3061,CC.THHZ.RANK.EQ,Natural hazard levels - Earthquake
3062,CC.THHZ.RANK.LS,Natural hazard levels - Landslide
3063,CC.THHZ.RANK.RF,Natural hazard levels - River flood
3064,CC.THHZ.RANK.TS,Natural hazard levels - Tsunami
3065,CC.THHZ.RANK.UF,Natural hazard levels - Urban flood
3066,CC.THHZ.RANK.WF,Natural hazard levels - Wildfire
3067,CC.TNET.CYC.ZS,Share of transport network exposed to cyclones (%)
3068,CC.TNET.EAR.ZS,Share of transport network exposed to earthquakes (%)
3069,CC.TNET.FLD.ZS,Share of transport network exposed to floods (%)
3070,CC.TNET.INV.ZS,Annual investments needed to make transport infrastructure more resilient by 2030 (% of baseline investment costs)
3071,CC.TNET.NAT.ZS,Share of transport network exposed to natural disasters (%)
3072,CC.TNET.REP.FAC,Resilient infrastructure would reduce annual repair cost by a factor
3073,CC.TOT.GHG.GR,Total GHG emissions growth in the period 2012-2018 (%)
3074,CC.TOTL.COCA.AN,Total coal capacity by plant status (MW) - Announced
3075,CC.TOTL.COCA.CA,Total coal capacity by plant status (MW) - Cancelled
3076,CC.TOTL.COCA.CO,Total coal capacity by plant status (MW) - Construction
3077,CC.TOTL.COCA.MB,Total coal capacity by plant status (MW) - Mothballed
3078,CC.TOTL.COCA.OP,Total coal capacity by plant status (MW) - Operating
3079,CC.TOTL.COCA.PE,Total coal capacity by plant status (MW) - Permitted
3080,CC.TOTL.COCA.PP,Total coal capacity by plant status (MW) - Pre-permit
3081,CC.TOTL.COCA.RE,Total coal capacity by plant status (MW) - Retired
3082,CC.TOTL.COCA.SH,Total coal capacity by plant status (MW) - Shelved
3083,cfuel_al_alot_dfcl_1529,Persons aged 15 to 29 years with clean cooking fuel (% of persons aged 15 to 29 years with disability i.e. at least a lot of functional difficulty)
3084,cfuel_al_alot_dfcl_3044,Persons aged 30 to 44 years with clean cooking fuel (% of persons aged 30 to 44 years with disability i.e. at least a lot of functional difficulty)
3085,cfuel_al_alot_dfcl_4564,Persons aged 45 to 64 years with clean cooking fuel (% of persons aged 45 to 64 years with disability i.e. at least a lot of functional difficulty)
3086,cfuel_al_alot_dfcl_65up,Persons aged 65 or older with clean cooking fuel (% of persons aged 65 or older with disability i.e. at least a lot of functional difficulty)
3087,cfuel_al_alot_dfcl_all,Persons with clean cooking fuel (% of persons with disability i.e. at least a lot of functional difficulty)
3088,cfuel_al_alot_dfcl_fem,Female persons with clean cooking fuel (% of female persons with disability i.e. at least a lot of functional difficulty)
3089,cfuel_al_alot_dfcl_male,Male persons with clean cooking fuel (% of male persons with disability i.e. at least a lot of functional difficulty)
3090,cfuel_al_alot_dfcl_rur,Persons living in rural areas with clean cooking fuel (% of persons living in rural areas with disability i.e. at least a lot of functional difficulty)
3091,cfuel_al_alot_dfcl_urb,Persons living in urban areas with clean cooking fuel (% of persons living in urban areas with disability i.e. at least a lot of functional difficulty)
3092,cfuel_any_dfcl_1529,Persons aged 15 to 29 years with clean cooking fuel (% of persons aged 15 to 29 years with any degree of functional difficulty)
3093,cfuel_any_dfcl_3044,Persons aged 30 to 44 years with clean cooking fuel (% of persons aged 30 to 44 years with any degree of functional difficulty)
3094,cfuel_any_dfcl_4564,Persons aged 45 to 64 years with clean cooking fuel (% of persons aged 45 to 64 years with any degree of functional difficulty)
3095,cfuel_any_dfcl_65up,Persons aged 65 or older with clean cooking fuel (% of persons aged 65 or older with any degree of functional difficulty)
3096,cfuel_any_dfcl_all,Persons with clean cooking fuel (% of persons with any degree of functional difficulty)
3097,cfuel_any_dfcl_cogn_all,Persons with clean cooking fuel (% of persons with any degree of cognitive difficulty)
3098,cfuel_any_dfcl_comm_all,Persons with clean cooking fuel (% of persons with  any degree of communication difficulty)
3099,cfuel_any_dfcl_fem,Female persons with clean cooking fuel (% of female persons with any degree of functional difficulty)
3100,cfuel_any_dfcl_hearing_all,Persons with clean cooking fuel (% of persons with  any degree of hearing difficulty)
3101,cfuel_any_dfcl_male,Male persons with clean cooking fuel (% of male persons with any degree of functional difficulty)
3102,cfuel_any_dfcl_mobile_all,Persons with clean cooking fuel (% of persons with  any degree of mobility difficulty)
3103,cfuel_any_dfcl_rur,Persons living in rural areas with clean cooking fuel (% of persons living in rural areas with any degree of functional difficulty)
3104,cfuel_any_dfcl_seeing_all,Persons with clean cooking fuel (% of persons with  any degree of seeing difficulty)
3105,cfuel_any_dfcl_selfcare_all,Persons with clean cooking fuel (% of persons with  any degree of selfcare difficulty)
3106,cfuel_any_dfcl_urb,Persons living in urban areas with clean cooking fuel (% of persons living in urban areas with any degree of functional difficulty)
3107,cfuel_none_dfcl_1529,Persons aged 15 to 29 years with clean cooking fuel (% of persons aged 15 to 29 years with no functional difficulty)
3108,cfuel_none_dfcl_3044,Persons aged 30 to 44 years with clean cooking fuel (% of persons aged 30 to 44 years with no functional difficulty)
3109,cfuel_none_dfcl_4564,Persons aged 45 to 64 years with clean cooking fuel (% of persons aged 45 to 64 years with no functional difficulty)
3110,cfuel_none_dfcl_65up,Persons aged 65 or older with clean cooking fuel (% of persons aged 65 or older with no functional difficulty)
3111,cfuel_none_dfcl_all,Persons with clean cooking fuel (% of persons with no functional difficulty)
3112,cfuel_none_dfcl_fem,Female persons with clean cooking fuel (% of female persons with no functional difficulty)
3113,cfuel_none_dfcl_male,Male persons with clean cooking fuel (% of male persons with no functional difficulty)
3114,cfuel_none_dfcl_rur,Persons living in rural areas with clean cooking fuel (% of persons living in rural areas with no functional difficulty)
3115,cfuel_none_dfcl_urb,Persons living in urban areas with clean cooking fuel (% of persons living in urban areas with no functional difficulty)
3116,cfuel_nosome_dfcl_1529,Persons aged 15 to 29 years with clean cooking fuel (% of persons aged 15 to 29 years with none or some degree of functional difficulty)
3117,cfuel_nosome_dfcl_3044,Persons aged 30 to 44 years with clean cooking fuel (% of persons aged 30 to 44 years with none or some degree of functional difficulty)
3118,cfuel_nosome_dfcl_4564,Persons aged 45 to 64 years with clean cooking fuel (% of persons aged 45 to 64 years with none or some degree of functional difficulty)
3119,cfuel_nosome_dfcl_65up,Persons aged 65 or older with clean cooking fuel (% of persons aged 65 or older with none or some degree of functional difficulty)
3120,cfuel_nosome_dfcl_all,Persons with clean cooking fuel (% of persons with none or some degree of functional difficulty)
3121,cfuel_nosome_dfcl_fem,Female persons with clean cooking fuel (% of female persons with none or some degree of functional difficulty)
3122,cfuel_nosome_dfcl_male,Male persons with clean cooking fuel (% of male persons with none or some degree of functional difficulty)
3123,cfuel_nosome_dfcl_rur,Persons living in rural areas with clean cooking fuel (% of persons living in rural areas with none or some degree of functional difficulty)
3124,cfuel_nosome_dfcl_urb,Persons living in urban areas with clean cooking fuel (% of persons living in urban areas with none or some degree of functional difficulty)
3125,cfuel_some_dfcl_1529,Persons aged 15 to 29 years with clean cooking fuel (% of persons aged 15 to 29 years with some degree of functional difficulty)
3126,cfuel_some_dfcl_3044,Persons aged 30 to 44 years with clean cooking fuel (% of persons aged 30 to 44 years with some degree of functional difficulty)
3127,cfuel_some_dfcl_4564,Persons aged 45 to 64 years with clean cooking fuel (% of persons aged 45 to 64 years with some degree of functional difficulty)
3128,cfuel_some_dfcl_65up,Persons aged 65 or older with clean cooking fuel (% of persons aged 65 or older with some degree of functional difficulty)
3129,cfuel_some_dfcl_all,Persons with clean cooking fuel (% of persons with some degree of functional difficulty)
3130,cfuel_some_dfcl_fem,Female persons with clean cooking fuel (% of female persons with some degree of functional difficulty)
3131,cfuel_some_dfcl_male,Male persons with clean cooking fuel (% of male persons with some degree of functional difficulty)
3132,cfuel_some_dfcl_rur,Persons living in rural areas with clean cooking fuel (% of persons living in rural areas with some degree of functional difficulty)
3133,cfuel_some_dfcl_urb,Persons living in urban areas with clean cooking fuel (% of persons living in urban areas with some degree of functional difficulty)
3134,CM.FIN.INTL.GD.ZS,"Financing via international capital markets (gross inflows, % of GDP)"
3135,CM.MKT.INDX.ZG,S&P Global Equity Indices (annual % change)
3136,CM.MKT.LCAP.CD,Market capitalization of listed domestic companies (current US$)
3137,CM.MKT.LCAP.GD.ZS,Market capitalization of listed domestic companies (% of GDP)
3138,CM.MKT.LDOM.NO,"Listed domestic companies, total"
3139,CM.MKT.TRAD.CD,"Stocks traded, total value (current US$)"
3140,CM.MKT.TRAD.GD.ZS,"Stocks traded, total value (% of GDP)"
3141,CM.MKT.TRNR,"Stocks traded, turnover ratio of domestic shares (%)"
3142,cmpu_al_alot_dfcl_1529,Persons aged 15 to 29 years using a computer (% of persons aged 15 to 29 years with disability i.e. at least a lot of functional difficulty)
3143,cmpu_al_alot_dfcl_3044,Persons aged 30 to 44 years using a computer (% of persons aged 30 to 44 years with disability i.e. at least a lot of functional difficulty)
3144,cmpu_al_alot_dfcl_4564,Persons aged 45 to 64 years using a computer (% of persons aged 45 to 64 years with disability i.e. at least a lot of functional difficulty)
3145,cmpu_al_alot_dfcl_65up,Persons aged 65 or older using a computer (% of persons aged 65 or older with disability i.e. at least a lot of functional difficulty)
3146,cmpu_al_alot_dfcl_all,Persons using a computer (% of persons with disability i.e. at least a lot of functional difficulty)
3147,cmpu_al_alot_dfcl_fem,Female persons using a computer (% of female persons with disability i.e. at least a lot of functional difficulty)
3148,cmpu_al_alot_dfcl_male,Male persons using a computer (% of male persons with disability i.e. at least a lot of functional difficulty)
3149,cmpu_al_alot_dfcl_rur,Persons living in rural areas using a computer (% of persons living in rural areas with disability i.e. at least a lot of functional difficulty)
3150,cmpu_al_alot_dfcl_urb,Persons living in urban areas using a computer (% of persons living in urban areas with disability i.e. at least a lot of functional difficulty)
3151,cmpu_any_dfcl_1529,Persons aged 15 to 29 years using a computer (% of persons aged 15 to 29 years with any degree of functional difficulty)
3152,cmpu_any_dfcl_3044,Persons aged 30 to 44 years using a computer (% of persons aged 30 to 44 years with any degree of functional difficulty)
3153,cmpu_any_dfcl_4564,Persons aged 45 to 64 years using a computer (% of persons aged 45 to 64 years with any degree of functional difficulty)
3154,cmpu_any_dfcl_65up,Persons aged 65 or older using a computer (% of persons aged 65 or older with any degree of functional difficulty)
3155,cmpu_any_dfcl_all,Persons using a computer (% of persons with any degree of functional difficulty)
3156,cmpu_any_dfcl_cogn_all,Persons using a computer (% of persons with  any degree of cognitive difficulty)
3157,cmpu_any_dfcl_comm_all,Persons using a computer (% of persons with  any degree of communication difficulty)
3158,cmpu_any_dfcl_fem,Female persons using a computer (% of female persons with any degree of functional difficulty)
3159,cmpu_any_dfcl_hearing_all,Persons using a computer (% of persons with  any degree of hearing difficulty)
3160,cmpu_any_dfcl_male,Male persons using a computer (% of male persons with any degree of functional difficulty)
3161,cmpu_any_dfcl_mobile_all,Persons using a computer (% of persons with  any degree of mobility difficulty)
3162,cmpu_any_dfcl_rur,Persons living in rural areas using a computer (% of persons living in rural areas with any degree of functional difficulty)
3163,cmpu_any_dfcl_seeing_all,Persons using a computer (% of persons with  any degree of seeing difficulty)
3164,cmpu_any_dfcl_selfcare_all,Persons using a computer (% of persons with  any degree of selfcare difficulty)
3165,cmpu_any_dfcl_urb,Persons living in urban areas using a computer (% of persons living in urban areas with any degree of functional difficulty)
3166,cmpu_none_dfcl_1529,Persons aged 15 to 29 years using a computer (% of persons aged 15 to 29 years with no functional difficulty)
3167,cmpu_none_dfcl_3044,Persons aged 30 to 44 years using a computer (% of persons aged 30 to 44 years with no functional difficulty)
3168,cmpu_none_dfcl_4564,Persons aged 45 to 64 years using a computer (% of persons aged 45 to 64 years with no functional difficulty)
3169,cmpu_none_dfcl_65up,Persons aged 65 or older using a computer (% of persons aged 65 or older with no functional difficulty)
3170,cmpu_none_dfcl_all,Persons using a computer (% of persons with no functional difficulty)
3171,cmpu_none_dfcl_fem,Female persons using a computer (% of female persons with no functional difficulty)
3172,cmpu_none_dfcl_male,Male persons using a computer (% of male persons with no functional difficulty)
3173,cmpu_none_dfcl_rur,Persons living in rural areas using a computer (% of persons living in rural areas with no functional difficulty)
3174,cmpu_none_dfcl_urb,Persons living in urban areas using a computer (% of persons living in urban areas with no functional difficulty)
3175,cmpu_nosome_dfcl_1529,Persons aged 15 to 29 years using a computer (% of persons aged 15 to 29 years with none or some degree of functional difficulty)
3176,cmpu_nosome_dfcl_3044,Persons aged 30 to 44 years using a computer (% of persons aged 30 to 44 years with none or some degree of functional difficulty)
3177,cmpu_nosome_dfcl_4564,Persons aged 45 to 64 years using a computer (% of persons aged 45 to 64 years with none or some degree of functional difficulty)
3178,cmpu_nosome_dfcl_65up,Persons aged 65 or older using a computer (% of persons aged 65 or older with none or some degree of functional difficulty)
3179,cmpu_nosome_dfcl_all,Persons using a computer (% of persons with none or some degree of functional difficulty)
3180,cmpu_nosome_dfcl_fem,Female persons using a computer (% of female persons with none or some degree of functional difficulty)
3181,cmpu_nosome_dfcl_male,Male persons using a computer (% of male persons with none or some degree of functional difficulty)
3182,cmpu_nosome_dfcl_rur,Persons living in rural areas using a computer (% of persons living in rural areas with none or some degree of functional difficulty)
3183,cmpu_nosome_dfcl_urb,Persons living in urban areas using a computer (% of persons living in urban areas with none or some degree of functional difficulty)
3184,cmpu_some_dfcl_1529,Persons aged 15 to 29 years using a computer (% of persons aged 15 to 29 years with some degree of functional difficulty)
3185,cmpu_some_dfcl_3044,Persons aged 30 to 44 years using a computer (% of persons aged 30 to 44 years with some degree of functional difficulty)
3186,cmpu_some_dfcl_4564,Persons aged 45 to 64 years using a computer (% of persons aged 45 to 64 years with some degree of functional difficulty)
3187,cmpu_some_dfcl_65up,Persons aged 65 or older using a computer (% of persons aged 65 or older with some degree of functional difficulty)
3188,cmpu_some_dfcl_all,Persons using a computer (% of persons with some degree of functional difficulty)
3189,cmpu_some_dfcl_fem,Female persons using a computer (% of female persons with some degree of functional difficulty)
3190,cmpu_some_dfcl_male,Male persons using a computer (% of male persons with some degree of functional difficulty)
3191,cmpu_some_dfcl_rur,Persons living in rural areas using a computer (% of persons living in rural areas with some degree of functional difficulty)
3192,cmpu_some_dfcl_urb,Persons living in urban areas using a computer (% of persons living in urban areas with some degree of functional difficulty)
3193,CoCA_fexp,Affordability of an energy sufficient diet: ratio of cost to food expenditures
3194,CoCA_fexp,Affordability of an energy sufficient diet: ratio of cost to food expenditures
3195,CoCA_headcount,Percent of the population who cannot afford sufficient calories
3196,CoCA_headcount,Percent of the population who cannot afford sufficient calories
3197,CoCA_LCU,Cost of an energy sufficient diet in local currency unit
3198,CoCA_LCU,Cost of an energy sufficient diet in local currency unit
3199,CoCA_pov,Affordability of an energy sufficient diet: ratio of cost to the food poverty line
3200,CoCA_pov,Affordability of an energy sufficient diet: ratio of cost to the food poverty line
3201,CoCA_PPP,Cost of an energy sufficient diet in PPP dollars
3202,CoCA_PPP,Cost of an energy sufficient diet in PPP dollars
3203,CoCA_unafford_n,Millions of people who cannot afford sufficient calories
3204,CoCA_unafford_n,Millions of people who cannot afford sufficient calories
3205,CoHD_asf_LCU,Cost of animal source foods in local currency unit
3206,CoHD_asf_LCU,Cost of animal source foods in local currency unit
3207,CoHD_asf_PPP,Cost of animal source foods in PPP dollars
3208,CoHD_asf_PPP,Cost of animal source foods in PPP dollars
3209,CoHD_asf_prop,Cost share for animal-sourced foods in a least-cost healthy diet
3210,CoHD_asf_prop,Cost share for animal-sourced foods in a least-cost healthy diet
3211,CoHD_asf_ss,Cost of animal-sourced foods relative to the starchy staples in a least-cost healthy diet
3212,CoHD_asf_ss,Cost of animal-sourced foods relative to the starchy staples in a least-cost healthy diet
3213,CoHD_CoCA,Cost of a healthy diet relative to the cost of sufficient energy from starchy staples
3214,CoHD_CoCA,Cost of a healthy diet relative to the cost of sufficient energy from starchy staples
3215,CoHD_f_LCU,Cost of fruits in local currency unit
3216,CoHD_f_LCU,Cost of fruits in local currency unit
3217,CoHD_f_PPP,Cost of fruits in PPP dollars
3218,CoHD_f_PPP,Cost of fruits in PPP dollars
3219,CoHD_f_prop,Cost share for fruits in a least-cost healthy diet
3220,CoHD_f_prop,Cost share for fruits in a least-cost healthy diet
3221,CoHD_f_ss,Cost of fruits relative to the starchy staples in a least-cost healthy diet
3222,CoHD_f_ss,Cost of fruits relative to the starchy staples in a least-cost healthy diet
3223,CoHD_fexp,Affordability of a healthy diet: ratio of cost to food expenditures
3224,CoHD_fexp,Affordability of a healthy diet: ratio of cost to food expenditures
3225,CoHD_headcount,Percent of the population who cannot afford a healthy diet
3226,CoHD_headcount,Percent of the population who cannot afford a healthy diet
3227,CoHD_LCU,Cost of a healthy diet in local currency unit
3228,CoHD_LCU,Cost of a healthy diet in local currency unit
3229,CoHD_lns_LCU,"Cost of legumes, nuts and seeds in local currency unit"
3230,CoHD_lns_LCU,"Cost of legumes, nuts and seeds in local currency unit"
3231,CoHD_lns_PPP,"Cost of legumes, nuts and seeds in PPP dollars"
3232,CoHD_lns_PPP,"Cost of legumes, nuts and seeds in PPP dollars"
3233,CoHD_lns_prop,"Cost share for legumes, nuts and seeds in a least-cost healthy diet"
3234,CoHD_lns_prop,"Cost share for legumes, nuts and seeds in a least-cost healthy diet"
3235,CoHD_lns_ss,"Cost of legumes, nuts and seeds relative to the starchy staples in a least-cost healthy diet"
3236,CoHD_lns_ss,"Cost of legumes, nuts and seeds relative to the starchy staples in a least-cost healthy diet"
3237,CoHD_of_LCU,Cost of fats and oils in local currency unit
3238,CoHD_of_LCU,Cost of fats and oils in local currency unit
3239,CoHD_of_PPP,Cost of fats and oils in PPP dollars
3240,CoHD_of_PPP,Cost of fats and oils in PPP dollars
3241,CoHD_of_prop,Cost share for oils and fats in a least-cost healthy diet
