,country_id,country_value,indicator_name,year,value,region,incomeLevel,lendingType,longitude,latitude
57,S3,Caribbean small states,Exports of goods and services (current US$),2021,,Aggregates,Aggregates,Aggregates,,
58,S3,Caribbean small states,Exports of goods and services (current US$),2020,,Aggregates,Aggregates,Aggregates,,
59,S3,Caribbean small states,Exports of goods and services (current US$),2019,,Aggregates,Aggregates,Aggregates,,
60,S3,Caribbean small states,Exports of goods and services (current US$),2018,,Aggregates,Aggregates,Aggregates,,
61,S3,Caribbean small states,Exports of goods and services (current US$),2017,,Aggregates,Aggregates,Aggregates,,
62,S3,Caribbean small states,Exports of goods and services (current US$),2016,,Aggregates,Aggregates,Aggregates,,
63,S3,Caribbean small states,Imports of goods and services (current US$),2024,,Aggregates,Aggregates,Aggregates,,
64,S3,Caribbean small states,Imports of goods and services (current US$),2023,,Aggregates,Aggregates,Aggregates,,
65,S3,Caribbean small states,Imports of goods and services (current US$),2022,,Aggregates,Aggregates,Aggregates,,
66,S3,Caribbean small states,Imports of goods and services (current US$),2021,,Aggregates,Aggregates,Aggregates,,
67,S3,Caribbean small states,Imports of goods and services (current US$),2020,,Aggregates,Aggregates,Aggregates,,
68,S3,Caribbean small states,Imports of goods and services (current US$),2019,,Aggregates,Aggregates,Aggregates,,
69,S3,Caribbean small states,Imports of goods and services (current US$),2018,,Aggregates,Aggregates,Aggregates,,
70,S3,Caribbean small states,Imports of goods and services (current US$),2017,,Aggregates,Aggregates,Aggregates,,
71,S3,Caribbean small states,Imports of goods and services (current US$),2016,,Aggregates,Aggregates,Aggregates,,
72,B8,Central Europe and the Baltics,Exports of goods and services (current US$),2024,1436116582981.12,Aggregates,Aggregates,Aggregates,,
73,B8,Central Europe and the Baltics,Exports of goods and services (current US$),2023,1425871028490.58,Aggregates,Aggregates,Aggregates,,
74,B8,Central Europe and the Baltics,Exports of goods and services (current US$),2022,1341116044762.76,Aggregates,Aggregates,Aggregates,,
75,B8,Central Europe and the Baltics,Exports of goods and services (current US$),2021,1215863520904.17,Aggregates,Aggregates,Aggregates,,
76,B8,Central Europe and the Baltics,Exports of goods and services (current US$),2020,984787146963.038,Aggregates,Aggregates,Aggregates,,
77,B8,Central Europe and the Baltics,Exports of goods and services (current US$),2019,1040652380558.75,Aggregates,Aggregates,Aggregates,,
78,B8,Central Europe and the Baltics,Exports of goods and services (current US$),2018,1042006159053.72,Aggregates,Aggregates,Aggregates,,
79,B8,Central Europe and the Baltics,Exports of goods and services (current US$),2017,929209660507.615,Aggregates,Aggregates,Aggregates,,
